date,county,state,fips,cases,deaths
3/20/2020,Tulare,California,6107,11,0
3/20/2020,Ventura,California,6111,19,0
3/20/2020,Yolo,California,6113,6,0
3/21/2020,Alameda,California,6001,87,0
3/21/2020,Amador,California,6005,1,0
3/21/2020,Butte,California,6007,1,0
3/21/2020,Contra Costa,California,6013,51,1
3/21/2020,El Dorado,California,6017,2,0
3/21/2020,Fresno,California,6019,10,0
3/21/2020,Humboldt,California,6023,2,0
3/21/2020,Imperial,California,6025,4,0
3/21/2020,Kern,California,6029,4,0
3/21/2020,Los Angeles,California,6037,351,4
3/21/2020,Madera,California,6039,3,0
3/21/2020,Marin,California,6041,38,0
3/21/2020,Mendocino,California,6045,1,0
3/21/2020,Monterey,California,6053,11,1
3/21/2020,Napa,California,6055,1,0
3/21/2020,Nevada,California,6057,1,0
3/21/2020,Orange,California,6059,78,0
3/21/2020,Placer,California,6061,12,1
3/21/2020,Riverside,California,6065,30,5
3/21/2020,Sacramento,California,6067,52,3
3/21/2020,San Benito,California,6069,5,1
3/21/2020,San Bernardino,California,6071,9,0
3/21/2020,San Diego,California,6073,159,0
3/21/2020,San Francisco,California,6075,84,0
3/21/2020,San Joaquin,California,6077,31,2
3/21/2020,San Luis Obispo,California,6079,27,0
3/21/2020,San Mateo,California,6081,110,1
3/21/2020,Santa Barbara,California,6083,17,0
3/21/2020,Santa Clara,California,6085,263,8
3/21/2020,Santa Cruz,California,6087,15,0
3/21/2020,Shasta,California,6089,2,0
3/21/2020,Siskiyou,California,6093,2,0
3/21/2020,Solano,California,6095,19,0
3/21/2020,Sonoma,California,6097,11,1
3/21/2020,Stanislaus,California,6099,5,0
3/21/2020,Tulare,California,6107,11,0
3/21/2020,Ventura,California,6111,26,0
3/21/2020,Yolo,California,6113,6,0
3/21/2020,Yuba,California,6115,2,0
3/22/2020,Alameda,California,6001,127,0
3/22/2020,Amador,California,6005,1,0
3/22/2020,Butte,California,6007,2,0
3/22/2020,Contra Costa,California,6013,61,1
3/22/2020,El Dorado,California,6017,2,0
3/22/2020,Fresno,California,6019,10,0
3/22/2020,Humboldt,California,6023,2,0
3/22/2020,Imperial,California,6025,4,0
3/22/2020,Kern,California,6029,5,0
3/22/2020,Los Angeles,California,6037,421,5
3/22/2020,Madera,California,6039,3,0
3/22/2020,Marin,California,6041,38,0
3/22/2020,Mendocino,California,6045,1,0
3/22/2020,Monterey,California,6053,14,1
3/22/2020,Napa,California,6055,3,0
3/22/2020,Nevada,California,6057,1,0
3/22/2020,Orange,California,6059,95,0
3/22/2020,Placer,California,6061,12,1
3/22/2020,Riverside,California,6065,45,6
3/22/2020,Sacramento,California,6067,52,3
3/22/2020,San Benito,California,6069,5,1
3/22/2020,San Bernardino,California,6071,17,0
3/22/2020,San Diego,California,6073,205,0
3/22/2020,San Francisco,California,6075,111,0
3/22/2020,San Joaquin,California,6077,41,2
3/22/2020,San Luis Obispo,California,6079,27,0
3/22/2020,San Mateo,California,6081,117,1
3/22/2020,Santa Barbara,California,6083,18,0
3/22/2020,Santa Clara,California,6085,303,11
3/22/2020,Santa Cruz,California,6087,15,0
3/22/2020,Shasta,California,6089,2,0
3/22/2020,Siskiyou,California,6093,2,0
3/22/2020,Solano,California,6095,19,0
3/22/2020,Sonoma,California,6097,11,1
3/22/2020,Stanislaus,California,6099,8,0
3/22/2020,Tulare,California,6107,12,0
3/22/2020,Unknown,California,,1,0
3/22/2020,Ventura,California,6111,30,1
3/22/2020,Yolo,California,6113,6,1
3/22/2020,Yuba,California,6115,2,0
3/23/2020,Alameda,California,6001,139,1
3/23/2020,Amador,California,6005,1,0
3/23/2020,Butte,California,6007,3,0
3/23/2020,Contra Costa,California,6013,71,1
3/23/2020,El Dorado,California,6017,2,0
3/23/2020,Fresno,California,6019,13,0
3/23/2020,Humboldt,California,6023,2,0
3/23/2020,Imperial,California,6025,4,0
3/23/2020,Kern,California,6029,5,0
3/23/2020,Los Angeles,California,6037,536,7
3/23/2020,Madera,California,6039,6,0
3/23/2020,Marin,California,6041,47,0
3/23/2020,Mendocino,California,6045,1,0
3/23/2020,Monterey,California,6053,20,1
3/23/2020,Napa,California,6055,3,0
3/23/2020,Nevada,California,6057,3,0
3/23/2020,Orange,California,6059,125,0
3/23/2020,Placer,California,6061,20,1
3/23/2020,Riverside,California,6065,48,6
3/23/2020,Sacramento,California,6067,87,4
3/23/2020,San Benito,California,6069,6,1
3/23/2020,San Bernardino,California,6071,17,0
3/23/2020,San Diego,California,6073,230,0
3/23/2020,San Francisco,California,6075,134,0
3/23/2020,San Joaquin,California,6077,51,2
3/23/2020,San Luis Obispo,California,6079,33,0
3/23/2020,San Mateo,California,6081,142,1
3/23/2020,Santa Barbara,California,6083,18,0
3/23/2020,Santa Clara,California,6085,321,11
3/23/2020,Santa Cruz,California,6087,22,0
3/23/2020,Shasta,California,6089,3,0
3/23/2020,Siskiyou,California,6093,3,0
3/23/2020,Solano,California,6095,21,0
3/23/2020,Sonoma,California,6097,29,1
3/23/2020,Stanislaus,California,6099,10,0
3/23/2020,Tulare,California,6107,16,0
3/23/2020,Unknown,California,,2,0
3/23/2020,Ventura,California,6111,35,1
3/23/2020,Yolo,California,6113,8,1
3/23/2020,Yuba,California,6115,3,0
3/24/2020,Alameda,California,6001,151,2
3/24/2020,Amador,California,6005,1,0
3/24/2020,Butte,California,6007,4,0
3/24/2020,Calaveras,California,6009,2,0
3/24/2020,Contra Costa,California,6013,86,1
3/24/2020,El Dorado,California,6017,3,0
3/24/2020,Fresno,California,6019,18,0
3/24/2020,Humboldt,California,6023,5,0
3/24/2020,Imperial,California,6025,9,0
3/24/2020,Kern,California,6029,14,0
3/24/2020,Los Angeles,California,6037,662,11
3/24/2020,Madera,California,6039,6,0
3/24/2020,Marin,California,6041,53,0
3/24/2020,Mendocino,California,6045,2,0
3/24/2020,Merced,California,6047,1,0
3/24/2020,Mono,California,6051,2,0
3/24/2020,Monterey,California,6053,20,1
3/24/2020,Napa,California,6055,3,0
3/24/2020,Nevada,California,6057,4,0
3/24/2020,Orange,California,6059,152,0
3/24/2020,Placer,California,6061,26,1
3/24/2020,Riverside,California,6065,59,6
3/24/2020,Sacramento,California,6067,87,4
3/24/2020,San Benito,California,6069,7,1
3/24/2020,San Bernardino,California,6071,38,1
3/24/2020,San Diego,California,6073,242,1
3/24/2020,San Francisco,California,6075,152,0
3/24/2020,San Joaquin,California,6077,60,2
3/24/2020,San Luis Obispo,California,6079,42,0
3/24/2020,San Mateo,California,6081,161,1
3/24/2020,Santa Barbara,California,6083,24,0
3/24/2020,Santa Clara,California,6085,375,17
3/24/2020,Santa Cruz,California,6087,24,0
3/24/2020,Shasta,California,6089,3,0
3/24/2020,Siskiyou,California,6093,3,0
3/24/2020,Solano,California,6095,29,0
3/24/2020,Sonoma,California,6097,34,1
3/24/2020,Stanislaus,California,6099,11,0
3/24/2020,Tulare,California,6107,17,0
3/24/2020,Ventura,California,6111,39,1
3/24/2020,Yolo,California,6113,10,1
3/24/2020,Yuba,California,6115,3,0
3/25/2020,Alameda,California,6001,156,2
3/25/2020,Amador,California,6005,1,0
3/25/2020,Butte,California,6007,4,0
3/25/2020,Calaveras,California,6009,2,0
3/25/2020,Contra Costa,California,6013,108,1
3/25/2020,El Dorado,California,6017,3,0
3/25/2020,Fresno,California,6019,19,0
3/25/2020,Humboldt,California,6023,10,0
3/25/2020,Imperial,California,6025,9,0
3/25/2020,Inyo,California,6027,1,0
3/25/2020,Kern,California,6029,24,0
3/25/2020,Los Angeles,California,6037,799,13
3/25/2020,Madera,California,6039,7,0
3/25/2020,Marin,California,6041,53,0
3/25/2020,Mendocino,California,6045,2,0
3/25/2020,Merced,California,6047,1,0
3/25/2020,Mono,California,6051,4,0
3/25/2020,Monterey,California,6053,24,1
3/25/2020,Napa,California,6055,6,0
3/25/2020,Nevada,California,6057,4,0
3/25/2020,Orange,California,6059,187,1
3/25/2020,Placer,California,6061,30,1
3/25/2020,Riverside,California,6065,107,8
3/25/2020,Sacramento,California,6067,112,5
3/25/2020,San Benito,California,6069,9,1
3/25/2020,San Bernardino,California,6071,54,2
3/25/2020,San Diego,California,6073,297,2
3/25/2020,San Francisco,California,6075,181,1
3/25/2020,San Joaquin,California,6077,71,3
3/25/2020,San Luis Obispo,California,6079,46,0
3/25/2020,San Mateo,California,6081,165,5
3/25/2020,Santa Barbara,California,6083,26,0
3/25/2020,Santa Clara,California,6085,459,18
3/25/2020,Santa Cruz,California,6087,25,0
3/25/2020,Shasta,California,6089,3,1
3/25/2020,Siskiyou,California,6093,3,0
3/25/2020,Solano,California,6095,36,0
3/25/2020,Sonoma,California,6097,39,1
3/25/2020,Stanislaus,California,6099,12,0
3/25/2020,Sutter,California,6101,2,0
3/25/2020,Tulare,California,6107,18,0
3/25/2020,Ventura,California,6111,50,1
3/25/2020,Yolo,California,6113,11,1
3/25/2020,Yuba,California,6115,3,0
3/26/2020,Alameda,California,6001,199,4
3/26/2020,Amador,California,6005,1,0
3/26/2020,Butte,California,6007,5,0
3/26/2020,Calaveras,California,6009,3,0
3/26/2020,Contra Costa,California,6013,131,1
3/26/2020,El Dorado,California,6017,9,0
3/26/2020,Fresno,California,6019,27,0
3/26/2020,Humboldt,California,6023,12,0
3/26/2020,Imperial,California,6025,17,0
3/26/2020,Inyo,California,6027,2,0
3/26/2020,Kern,California,6029,33,0
3/26/2020,Los Angeles,California,6037,1216,21
3/26/2020,Madera,California,6039,7,0
3/26/2020,Marin,California,6041,65,0
3/26/2020,Mendocino,California,6045,2,0
3/26/2020,Merced,California,6047,4,0
3/26/2020,Mono,California,6051,6,0
3/26/2020,Monterey,California,6053,24,1
3/26/2020,Napa,California,6055,7,0
3/26/2020,Nevada,California,6057,8,0
3/26/2020,Orange,California,6059,256,1
3/26/2020,Placer,California,6061,30,1
3/26/2020,Riverside,California,6065,107,8
3/26/2020,Sacramento,California,6067,112,5
3/26/2020,San Benito,California,6069,9,1
3/26/2020,San Bernardino,California,6071,55,3
3/26/2020,San Diego,California,6073,341,3
3/26/2020,San Francisco,California,6075,226,2
3/26/2020,San Joaquin,California,6077,83,3
3/26/2020,San Luis Obispo,California,6079,54,0
3/26/2020,San Mateo,California,6081,195,5
3/26/2020,Santa Barbara,California,6083,32,0
3/26/2020,Santa Clara,California,6085,542,20
3/26/2020,Santa Cruz,California,6087,32,0
3/26/2020,Shasta,California,6089,3,1
3/26/2020,Siskiyou,California,6093,3,0
3/26/2020,Solano,California,6095,39,0
3/26/2020,Sonoma,California,6097,49,1
3/26/2020,Stanislaus,California,6099,17,0
3/26/2020,Sutter,California,6101,2,0
3/26/2020,Tulare,California,6107,20,0
3/26/2020,Ventura,California,6111,61,1
3/26/2020,Yolo,California,6113,11,1
3/26/2020,Yuba,California,6115,3,0
3/27/2020,Alameda,California,6001,241,4
3/27/2020,Amador,California,6005,1,0
3/27/2020,Butte,California,6007,5,0
3/27/2020,Calaveras,California,6009,3,0
3/27/2020,Colusa,California,6011,1,0
3/27/2020,Contra Costa,California,6013,151,2
3/27/2020,El Dorado,California,6017,12,0
3/27/2020,Fresno,California,6019,31,0
3/27/2020,Humboldt,California,6023,14,0
3/27/2020,Imperial,California,6025,21,0
3/27/2020,Inyo,California,6027,5,0
3/27/2020,Kern,California,6029,41,1
3/27/2020,Kings,California,6031,1,0
3/27/2020,Los Angeles,California,6037,1465,27
3/27/2020,Madera,California,6039,11,1
3/27/2020,Marin,California,6041,69,1
3/27/2020,Mendocino,California,6045,2,0
3/27/2020,Merced,California,6047,7,0
3/27/2020,Mono,California,6051,8,0
3/27/2020,Monterey,California,6053,27,1
3/27/2020,Napa,California,6055,10,0
3/27/2020,Nevada,California,6057,12,0
3/27/2020,Orange,California,6059,321,3
3/27/2020,Placer,California,6061,41,1
3/27/2020,Riverside,California,6065,185,8
3/27/2020,Sacramento,California,6067,164,6
3/27/2020,San Benito,California,6069,11,1
3/27/2020,San Bernardino,California,6071,64,3
3/27/2020,San Diego,California,6073,417,5
3/27/2020,San Francisco,California,6075,282,3
3/27/2020,San Joaquin,California,6077,93,4
3/27/2020,San Luis Obispo,California,6079,59,0
3/27/2020,San Mateo,California,6081,239,6
3/27/2020,Santa Barbara,California,6083,47,0
3/27/2020,Santa Clara,California,6085,574,21
3/27/2020,Santa Cruz,California,6087,34,0
3/27/2020,Shasta,California,6089,3,1
3/27/2020,Siskiyou,California,6093,3,0
3/27/2020,Solano,California,6095,39,0
3/27/2020,Sonoma,California,6097,50,1
3/27/2020,Stanislaus,California,6099,23,0
3/27/2020,Sutter,California,6101,2,0
3/27/2020,Tulare,California,6107,24,0
3/27/2020,Ventura,California,6111,83,3
3/27/2020,Yolo,California,6113,16,1
3/27/2020,Yuba,California,6115,3,0
3/28/2020,Alameda,California,6001,277,6
3/28/2020,Amador,California,6005,1,0
3/28/2020,Butte,California,6007,5,0
3/28/2020,Calaveras,California,6009,3,0
3/28/2020,Colusa,California,6011,1,0
3/28/2020,Contra Costa,California,6013,168,3
3/28/2020,El Dorado,California,6017,12,0
3/28/2020,Fresno,California,6019,43,0
3/28/2020,Glenn,California,6021,1,0
3/28/2020,Humboldt,California,6023,18,0
3/28/2020,Imperial,California,6025,25,0
3/28/2020,Inyo,California,6027,5,0
3/28/2020,Kern,California,6029,47,1
3/28/2020,Kings,California,6031,1,0
3/28/2020,Los Angeles,California,6037,1804,33
3/28/2020,Madera,California,6039,15,1
3/28/2020,Marin,California,6041,74,1
3/28/2020,Mendocino,California,6045,2,0
3/28/2020,Merced,California,6047,7,0
3/28/2020,Mono,California,6051,8,0
3/28/2020,Monterey,California,6053,27,1
3/28/2020,Napa,California,6055,10,0
3/28/2020,Nevada,California,6057,12,0
3/28/2020,Orange,California,6059,321,3
3/28/2020,Placer,California,6061,44,1
3/28/2020,Riverside,California,6065,185,8
3/28/2020,Sacramento,California,6067,164,6
3/28/2020,San Benito,California,6069,11,1
3/28/2020,San Bernardino,California,6071,64,3
3/28/2020,San Diego,California,6073,488,7
3/28/2020,San Francisco,California,6075,308,4
3/28/2020,San Joaquin,California,6077,108,4
3/28/2020,San Luis Obispo,California,6079,67,0
3/28/2020,San Mateo,California,6081,274,6
3/28/2020,Santa Barbara,California,6083,64,0
3/28/2020,Santa Clara,California,6085,591,26
3/28/2020,Santa Cruz,California,6087,39,0
3/28/2020,Shasta,California,6089,3,1
3/28/2020,Siskiyou,California,6093,3,0
3/28/2020,Solano,California,6095,39,0
3/28/2020,Sonoma,California,6097,50,1
3/28/2020,Stanislaus,California,6099,29,0
3/28/2020,Sutter,California,6101,2,0
3/28/2020,Tulare,California,6107,29,1
3/28/2020,Ventura,California,6111,98,3
3/28/2020,Yolo,California,6113,16,1
3/28/2020,Yuba,California,6115,3,0
3/29/2020,Alameda,California,6001,291,6
3/29/2020,Amador,California,6005,1,0
3/29/2020,Butte,California,6007,5,0
3/29/2020,Calaveras,California,6009,3,0
3/29/2020,Colusa,California,6011,1,0
3/29/2020,Contra Costa,California,6013,175,3
3/29/2020,El Dorado,California,6017,12,0
3/29/2020,Fresno,California,6019,43,0
3/29/2020,Glenn,California,6021,1,0
3/29/2020,Humboldt,California,6023,18,0
3/29/2020,Imperial,California,6025,25,0
3/29/2020,Inyo,California,6027,8,0
3/29/2020,Kern,California,6029,51,1
3/29/2020,Kings,California,6031,2,0
3/29/2020,Los Angeles,California,6037,2136,37
3/29/2020,Madera,California,6039,18,1
3/29/2020,Marin,California,6041,93,1
3/29/2020,Mendocino,California,6045,3,0
3/29/2020,Merced,California,6047,8,0
3/29/2020,Mono,California,6051,11,0
3/29/2020,Monterey,California,6053,32,1
3/29/2020,Napa,California,6055,11,0
3/29/2020,Nevada,California,6057,12,0
3/29/2020,Orange,California,6059,431,4
3/29/2020,Placer,California,6061,53,2
3/29/2020,Riverside,California,6065,195,8
3/29/2020,Sacramento,California,6067,164,6
3/29/2020,San Benito,California,6069,14,1
3/29/2020,San Bernardino,California,6071,111,3
3/29/2020,San Diego,California,6073,519,7
3/29/2020,San Francisco,California,6075,343,5
3/29/2020,San Joaquin,California,6077,121,5
3/29/2020,San Luis Obispo,California,6079,71,0
3/29/2020,San Mateo,California,6081,277,6
3/29/2020,Santa Barbara,California,6083,68,0
3/29/2020,Santa Clara,California,6085,646,26
3/29/2020,Santa Cruz,California,6087,44,1
3/29/2020,Shasta,California,6089,4,1
3/29/2020,Siskiyou,California,6093,3,0
3/29/2020,Solano,California,6095,39,0
3/29/2020,Sonoma,California,6097,57,1
3/29/2020,Stanislaus,California,6099,31,0
3/29/2020,Sutter,California,6101,6,0
3/29/2020,Tulare,California,6107,35,1
3/29/2020,Tuolumne,California,6109,1,0
3/29/2020,Ventura,California,6111,109,4
3/29/2020,Yolo,California,6113,16,1
3/29/2020,Yuba,California,6115,3,0
3/30/2020,Alameda,California,6001,304,7
3/30/2020,Alpine,California,6003,1,0
3/30/2020,Amador,California,6005,1,0
3/30/2020,Butte,California,6007,8,0
3/30/2020,Calaveras,California,6009,3,0
3/30/2020,Colusa,California,6011,1,0
3/30/2020,Contra Costa,California,6013,187,3
3/30/2020,El Dorado,California,6017,15,0
3/30/2020,Fresno,California,6019,53,0
3/30/2020,Glenn,California,6021,2,0
3/30/2020,Humboldt,California,6023,21,0
3/30/2020,Imperial,California,6025,33,0
3/30/2020,Inyo,California,6027,8,0
3/30/2020,Kern,California,6029,76,1
3/30/2020,Kings,California,6031,3,0
3/30/2020,Los Angeles,California,6037,2474,44
3/30/2020,Madera,California,6039,21,1
3/30/2020,Marin,California,6041,99,1
3/30/2020,Mendocino,California,6045,4,0
3/30/2020,Merced,California,6047,9,0
3/30/2020,Mono,California,6051,13,0
3/30/2020,Monterey,California,6053,36,1
3/30/2020,Napa,California,6055,15,0
3/30/2020,Nevada,California,6057,18,0
3/30/2020,Orange,California,6059,464,4
3/30/2020,Placer,California,6061,57,2
3/30/2020,Riverside,California,6065,291,9
3/30/2020,Sacramento,California,6067,224,7
3/30/2020,San Benito,California,6069,17,1
3/30/2020,San Bernardino,California,6071,111,3
3/30/2020,San Diego,California,6073,603,7
3/30/2020,San Francisco,California,6075,374,6
3/30/2020,San Joaquin,California,6077,136,6
3/30/2020,San Luis Obispo,California,6079,77,0
3/30/2020,San Mateo,California,6081,309,6
3/30/2020,Santa Barbara,California,6083,88,0
3/30/2020,Santa Clara,California,6085,848,29
3/30/2020,Santa Cruz,California,6087,45,1
3/30/2020,Shasta,California,6089,6,1
3/30/2020,Siskiyou,California,6093,3,0
3/30/2020,Solano,California,6095,48,0
3/30/2020,Sonoma,California,6097,73,1
3/30/2020,Stanislaus,California,6099,33,0
3/30/2020,Sutter,California,6101,9,0
3/30/2020,Tulare,California,6107,43,1
3/30/2020,Tuolumne,California,6109,1,0
3/30/2020,Ventura,California,6111,126,4
3/30/2020,Yolo,California,6113,24,1
3/30/2020,Yuba,California,6115,6,0
3/31/2020,Alameda,California,6001,334,7
3/31/2020,Alpine,California,6003,1,0
3/31/2020,Amador,California,6005,1,0
3/31/2020,Butte,California,6007,8,0
3/31/2020,Calaveras,California,6009,3,0
3/31/2020,Colusa,California,6011,1,0
3/31/2020,Contra Costa,California,6013,222,3
3/31/2020,El Dorado,California,6017,18,0
3/31/2020,Fresno,California,6019,68,0
3/31/2020,Glenn,California,6021,2,0
3/31/2020,Humboldt,California,6023,27,0
3/31/2020,Imperial,California,6025,38,0
3/31/2020,Inyo,California,6027,8,0
3/31/2020,Kern,California,6029,101,1
3/31/2020,Kings,California,6031,4,0
3/31/2020,Los Angeles,California,6037,3011,54
3/31/2020,Madera,California,6039,23,1
3/31/2020,Marin,California,6041,102,4
3/31/2020,Mendocino,California,6045,4,0
3/31/2020,Merced,California,6047,10,0
3/31/2020,Mono,California,6051,13,1
3/31/2020,Monterey,California,6053,42,2
3/31/2020,Napa,California,6055,16,1
3/31/2020,Nevada,California,6057,21,0
3/31/2020,Orange,California,6059,502,7
3/31/2020,Placer,California,6061,67,2
3/31/2020,Plumas,California,6063,1,0
3/31/2020,Riverside,California,6065,371,13
3/31/2020,Sacramento,California,6067,224,7
3/31/2020,San Benito,California,6069,21,1
3/31/2020,San Bernardino,California,6071,183,6
3/31/2020,San Diego,California,6073,734,9
3/31/2020,San Francisco,California,6075,400,6
3/31/2020,San Joaquin,California,6077,151,8
3/31/2020,San Luis Obispo,California,6079,80,0
3/31/2020,San Mateo,California,6081,309,10
3/31/2020,Santa Barbara,California,6083,99,0
3/31/2020,Santa Clara,California,6085,890,31
3/31/2020,Santa Cruz,California,6087,49,1
3/31/2020,Shasta,California,6089,6,1
3/31/2020,Siskiyou,California,6093,3,0
3/31/2020,Solano,California,6095,54,0
3/31/2020,Sonoma,California,6097,85,1
3/31/2020,Stanislaus,California,6099,39,0
3/31/2020,Sutter,California,6101,10,0
